relpath,class,label
ModerateDemented/aug_9502_ea260df4-5f60-46a2-be50-c3181cc0d150.jpg,ModerateDemented,3
ModerateDemented/4cd73bda-4773-464d-87be-f619c5790ffe.jpg,ModerateDemented,3
NonDemented/nonDem1050.jpg,NonDemented,0
NonDemented/28388254-4b31-42b6-90e6-bc1a4c887b0f.jpg,NonDemented,0
ModerateDemented/30d79828-9523-4476-bd7c-6090dc1e3b19.jpg,ModerateDemented,3
VeryMildDemented/087a5f82-f01b-47fc-a860-5e9134f7e565.jpg,VeryMildDemented,1
NonDemented/ddfb7a90-1f2e-4a33-8c5b-ced3f6f64ef6.jpg,NonDemented,0
MildDemented/8547b74e-c815-4012-be42-45b256a2328d.jpg,MildDemented,2
MildDemented/8d48b345-3f95-4517-8801-ecbb7b9fa3b2.jpg,MildDemented,2
ModerateDemented/aug_7937_138dd999-0d21-442c-83b5-102b26a4bb87.jpg,ModerateDemented,3
NonDemented/599256d6-36f0-4cae-a75c-5d133a1460a2.jpg,NonDemented,0
VeryMildDemented/e3dba29a-ac91-457e-a40e-89c3e3808a86.jpg,VeryMildDemented,1
VeryMildDemented/6a1982c9-0649-4e06-a874-002ec05f83de.jpg,VeryMildDemented,1
NonDemented/7a194e08-5f4c-42bf-ba66-d38a19086936.jpg,NonDemented,0
MildDemented/ae7fc114-84e4-43fb-b84e-1f1bd30152de.jpg,MildDemented,2
NonDemented/nonDem1422.jpg,NonDemented,0
NonDemented/nonDem764.jpg,NonDemented,0
VeryMildDemented/7d11a6cf-f657-418b-b08e-013239e7987b.jpg,VeryMildDemented,1
NonDemented/nonDem908.jpg,NonDemented,0
NonDemented/73a09627-5596-4d9e-b375-958f9af87113.jpg,NonDemented,0
NonDemented/41435991-c2b3-448a-af5d-87d26df63d6b.jpg,NonDemented,0
NonDemented/nonDem1158.jpg,NonDemented,0
VeryMildDemented/0425316f-16c0-44b1-b337-06e7d0403f6e.jpg,VeryMildDemented,1
VeryMildDemented/8e653edf-8dc6-44cf-90c5-925c9112a3db.jpg,VeryMildDemented,1
NonDemented/80b9e001-f943-4510-9d92-82db51b7e510.jpg,NonDemented,0
VeryMildDemented/8683cc52-d817-4a8f-88b6-3bfd8fc285ef.jpg,VeryMildDemented,1
ModerateDemented/3d97f492-2557-49f8-8299-1d30493e33cb.jpg,ModerateDemented,3
VeryMildDemented/7300025a-aac6-44c1-8380-19928392f97f.jpg,VeryMildDemented,1
VeryMildDemented/0c64205a-cb87-454f-8d42-adbc01f9290d.jpg,VeryMildDemented,1
NonDemented/51740afb-5f32-484e-92c8-65abdf6c5850.jpg,NonDemented,0
NonDemented/5914f22c-82be-417e-bb63-7d3018afdaaa.jpg,NonDemented,0
VeryMildDemented/77d9b25c-6f26-4d63-8138-0e8ad4b2fe72.jpg,VeryMildDemented,1
NonDemented/14c10a11-9502-436f-8660-265122a62f37.jpg,NonDemented,0
VeryMildDemented/f848d5bb-a06b-42c6-97d2-debf56fbc1a7.jpg,VeryMildDemented,1
ModerateDemented/4a52b7b6-9253-4f1a-9e5a-b7962cdd6952.jpg,ModerateDemented,3
VeryMildDemented/223e5895-9a2c-45fb-a05a-697c373a25d1.jpg,VeryMildDemented,1
VeryMildDemented/e3c6829c-435e-44e4-ad50-2f12c5b78fcb.jpg,VeryMildDemented,1
VeryMildDemented/e3d40656-4ade-4f27-91ea-9329898ddd21.jpg,VeryMildDemented,1
VeryMildDemented/verymildDem16.jpg,VeryMildDemented,1
NonDemented/2e38b705-4a47-4d19-81c7-b63fc7283477.jpg,NonDemented,0
NonDemented/nonDem1819.jpg,NonDemented,0
NonDemented/250e0fc5-20bc-489e-889b-3455d3d5b27d.jpg,NonDemented,0
NonDemented/26 (91).jpg,NonDemented,0
NonDemented/65377aae-68f0-4b4c-873e-acd242f9d293.jpg,NonDemented,0
VeryMildDemented/74c9d397-04bc-40f0-baf9-39300963f354.jpg,VeryMildDemented,1
VeryMildDemented/fca259c2-39b2-454a-823b-0dcb4e485b6a.jpg,VeryMildDemented,1
MildDemented/6a2753e6-6707-45f7-9dac-205a55117837.jpg,MildDemented,2
VeryMildDemented/81f01685-af42-4201-9f9d-3a7518bf15c1.jpg,VeryMildDemented,1
ModerateDemented/aug_8605_f6209d0f-d9bf-4a13-b8aa-7f8d75332ae1.jpg,ModerateDemented,3
NonDemented/49d20a18-c027-4d4d-bc61-92ae811c1f85.jpg,NonDemented,0
NonDemented/20967660-4ff3-4303-8287-f0c043581c6b.jpg,NonDemented,0
VeryMildDemented/ff3e3a87-ee9d-4ca6-bb20-3ebe7e64689c.jpg,VeryMildDemented,1
MildDemented/586216b1-943b-417b-bc03-9ca505fa319e.jpg,MildDemented,2
MildDemented/0c3ac316-4b83-417d-8bcd-5382fa0c5f07.jpg,MildDemented,2
NonDemented/53c9bad7-a040-4063-b664-c38f61352346.jpg,NonDemented,0
NonDemented/a2cdd4d6-7b3a-4a9d-814a-fe7847f7f240.jpg,NonDemented,0
MildDemented/58f80a32-31fb-4fa0-b1fe-3a1123f9d889.jpg,MildDemented,2
NonDemented/32 (96).jpg,NonDemented,0
ModerateDemented/47bbd08c-7b6f-476d-9e51-7cacb3ec746b.jpg,ModerateDemented,3
VeryMildDemented/6b85d4bc-fe15-40f3-8047-fec2659a58e1.jpg,VeryMildDemented,1
MildDemented/66540c9a-ab07-4de3-b29d-e7351aae87f6.jpg,MildDemented,2
ModerateDemented/a3de5e4d-0851-4d10-8f98-3fb917b211ec.jpg,ModerateDemented,3
MildDemented/b4120f96-de2b-44e0-87db-ab824f2500ea.jpg,MildDemented,2
VeryMildDemented/fec4dfe0-ba09-4952-a5a6-63dd9e78f7b3.jpg,VeryMildDemented,1
MildDemented/f0078faf-0420-4ab0-aaaa-1c0e2ffbad86.jpg,MildDemented,2
VeryMildDemented/faa9b379-802b-494a-bce3-106e9bc6d0ff.jpg,VeryMildDemented,1
NonDemented/ca81bb53-3cb9-42f4-8e55-c08926c6b0c4.jpg,NonDemented,0
NonDemented/68d7dbd6-46f5-4f1b-a284-91d834c6c80c.jpg,NonDemented,0
MildDemented/94fe8335-ab1e-446b-894b-155248755bf8.jpg,MildDemented,2
VeryMildDemented/34c18ac0-090c-4a7c-b9f8-8cc35cee0f32.jpg,VeryMildDemented,1
VeryMildDemented/1d0cc0f4-2e0f-43bf-bd9d-9e5e272de0ed.jpg,VeryMildDemented,1
VeryMildDemented/verymildDem1254.jpg,VeryMildDemented,1
NonDemented/22e44e52-b7f5-4a28-b954-3cdfbb46be92.jpg,NonDemented,0
NonDemented/nonDem1986.jpg,NonDemented,0
NonDemented/nonDem4.jpg,NonDemented,0
NonDemented/nonDem740.jpg,NonDemented,0
ModerateDemented/aug_8832_43e9f2bb-ff42-46c0-829f-10233f5469b5.jpg,ModerateDemented,3
MildDemented/d0148db0-9735-46ee-ba4f-631c673e78f4.jpg,MildDemented,2
VeryMildDemented/74849d84-82cd-4f6a-bde3-6896eac18746.jpg,VeryMildDemented,1
MildDemented/ef9e5688-ef09-4c90-9c87-1bb4f9b7d3ac.jpg,MildDemented,2
NonDemented/32 (47).jpg,NonDemented,0
ModerateDemented/aug_7582_29b853b3-3c3f-48ef-b5fd-0736deddf75f.jpg,ModerateDemented,3
NonDemented/8e405b7a-35d0-425e-8876-857e7ecae2e3.jpg,NonDemented,0
NonDemented/0e710f65-3d4d-4c16-a0f6-c6479395788d.jpg,NonDemented,0
ModerateDemented/c402ac8d-f9c8-4cc0-87ea-3b54fd28959c.jpg,ModerateDemented,3
ModerateDemented/db62bb0a-8451-471a-ba62-8edaf1178d83.jpg,ModerateDemented,3
VeryMildDemented/cbdaa7b7-1be4-4439-91ab-14ea77ca22b3.jpg,VeryMildDemented,1
VeryMildDemented/c7ff492a-ed19-412b-a4b1-78c18ab3ce3d.jpg,VeryMildDemented,1
MildDemented/581b587b-2d18-42ed-9d93-9620862baeb4.jpg,MildDemented,2
NonDemented/30 (16).jpg,NonDemented,0
VeryMildDemented/verymildDem777.jpg,VeryMildDemented,1
ModerateDemented/aug_9993_05220c08-0d07-4709-ac08-dc415651c76d.jpg,ModerateDemented,3
MildDemented/mildDem313.jpg,MildDemented,2
MildDemented/mildDem674.jpg,MildDemented,2
VeryMildDemented/40c49ad5-bad3-444a-b1fa-197937e9b7db.jpg,VeryMildDemented,1
ModerateDemented/47f2a7e0-b760-40c7-98e0-84aa877e831d.jpg,ModerateDemented,3
VeryMildDemented/cab8bfeb-ee2d-4e1a-a41a-68608c49c156.jpg,VeryMildDemented,1
ModerateDemented/895eaf51-c499-42c3-8fdd-939cf6c4b8bd.jpg,ModerateDemented,3
MildDemented/mildDem514.jpg,MildDemented,2
NonDemented/nonDem548.jpg,NonDemented,0
VeryMildDemented/7fa98bed-fd04-49d8-a775-8c0aa4327153.jpg,VeryMildDemented,1
ModerateDemented/f8df1f42-fc78-4571-8ce3-c12efad0ba8e.jpg,ModerateDemented,3
NonDemented/6215c43f-ff94-4c07-acf5-1eb8b6d079f0.jpg,NonDemented,0
NonDemented/e64d3f6c-15bc-4843-bb1f-4ff2644fa186.jpg,NonDemented,0
MildDemented/e61255b6-6999-4e3c-b220-edeab6309d4c.jpg,MildDemented,2
VeryMildDemented/56ec970f-d0d4-4b6f-99a7-4a77adac675e.jpg,VeryMildDemented,1
MildDemented/b8646878-636a-4a20-8925-5b7470e0abc5.jpg,MildDemented,2
VeryMildDemented/verymildDem792.jpg,VeryMildDemented,1
VeryMildDemented/21ee2ba1-b868-4c0d-b512-9d34f809c525.jpg,VeryMildDemented,1
NonDemented/363ec5d0-ca2f-461a-ab81-4192e853cbc8.jpg,NonDemented,0
VeryMildDemented/5881a26d-305b-4d6c-b569-dbae00ac3655.jpg,VeryMildDemented,1
MildDemented/396882dc-0fbc-4183-8e9c-b629bcd32256.jpg,MildDemented,2
NonDemented/60a89bc8-41df-4e50-a672-b181d6ab94c5.jpg,NonDemented,0
MildDemented/f0021098-42b8-4777-879b-b910312d3bb6.jpg,MildDemented,2
NonDemented/nonDem2426.jpg,NonDemented,0
ModerateDemented/d54c9b1e-c106-4f8d-ae4d-bd65489848fe.jpg,ModerateDemented,3
VeryMildDemented/48f9b68e-16d4-40fd-86af-589ffc9b82b3.jpg,VeryMildDemented,1
NonDemented/86e4e26b-776d-4ba6-ad0b-e6ad0c673b44.jpg,NonDemented,0
ModerateDemented/bea66ccc-7de6-418c-9da5-6148ccb3d61a.jpg,ModerateDemented,3
MildDemented/edd39922-3da9-4376-b4a7-ebfa48fa887f.jpg,MildDemented,2
NonDemented/a9d318a3-5b82-458a-9e75-0a4a211bb317.jpg,NonDemented,0
VeryMildDemented/27 (37).jpg,VeryMildDemented,1
MildDemented/92e1c63a-51fb-4ed1-8567-410f4ff87ea3.jpg,MildDemented,2
NonDemented/27 (79).jpg,NonDemented,0
ModerateDemented/aug_9481_c65891bd-e4cb-4abf-9b0a-23c222d1edf5.jpg,ModerateDemented,3
NonDemented/b054794d-e3d0-449e-ab18-a2d53b0ff177.jpg,NonDemented,0
ModerateDemented/aug_8262_29 (2).jpg,ModerateDemented,3
MildDemented/ba887f1b-4009-449c-a150-cd4e91afcc24.jpg,MildDemented,2
VeryMildDemented/24ffc783-b431-450d-9e84-72dd6c7e5377.jpg,VeryMildDemented,1
ModerateDemented/c5aff215-0cb4-416d-a62b-f15e91828341.jpg,ModerateDemented,3
VeryMildDemented/bd453dc8-b044-4c0d-a08b-a25085fd9fb1.jpg,VeryMildDemented,1
ModerateDemented/412fbc9a-f727-46ef-9e8d-5c6fa2d04305.jpg,ModerateDemented,3
NonDemented/260f16a3-4ae1-4257-829f-e691f252a577.jpg,NonDemented,0
ModerateDemented/aug_8906_3cb7bfbe-a02e-480a-a926-6e2dd2e0b958.jpg,ModerateDemented,3
NonDemented/93c767fd-3559-4abd-819d-9451bfdeac0c.jpg,NonDemented,0
VeryMildDemented/d46a8210-4eb3-4df2-aab6-119177a41873.jpg,VeryMildDemented,1
ModerateDemented/5a4f2a6e-d2f5-4587-9475-25fb4072535b.jpg,ModerateDemented,3
NonDemented/f8caafdc-5ba9-4ee7-8b40-97adc7f9f722.jpg,NonDemented,0
NonDemented/6c38f35a-2728-415d-8a78-3c07200399bb.jpg,NonDemented,0
NonDemented/nonDem2331.jpg,NonDemented,0
MildDemented/mildDem582.jpg,MildDemented,2
NonDemented/nonDem1261.jpg,NonDemented,0
NonDemented/74c8de73-bdf5-4376-9e55-0141d5486655.jpg,NonDemented,0
MildDemented/93c48a5a-3a05-4707-8071-00fe28f043a7.jpg,MildDemented,2
VeryMildDemented/9fe96baf-542e-48e9-947c-88884772397f.jpg,VeryMildDemented,1
NonDemented/1c82d3d7-ea7c-4219-a891-dbd1fc4469b7.jpg,NonDemented,0
ModerateDemented/db59a8a3-ace7-4e57-85f0-350660fe7c15.jpg,ModerateDemented,3
ModerateDemented/aug_8233_acba24b5-fdd7-495f-b888-17450d3f666f.jpg,ModerateDemented,3
VeryMildDemented/5719c241-5903-4f42-bdd1-b18a74730139.jpg,VeryMildDemented,1
NonDemented/5ef15d87-0561-4322-84c6-67b780c119a9.jpg,NonDemented,0
VeryMildDemented/78ab1145-9798-4120-98d9-b872cb743d88.jpg,VeryMildDemented,1
MildDemented/6737d306-9f10-4391-8d0a-22e91cb3c785.jpg,MildDemented,2
VeryMildDemented/0df59102-b5d9-4bcc-b621-c80e3ddc0554.jpg,VeryMildDemented,1
MildDemented/9d1626dd-dd79-48a2-ae1d-6aa3face54dc.jpg,MildDemented,2
VeryMildDemented/90805f51-5e33-4729-bab7-37029fe30ac0.jpg,VeryMildDemented,1
ModerateDemented/82743b4a-c74c-4d20-91b7-246dd3729dd8.jpg,ModerateDemented,3
ModerateDemented/aug_7832_0ccaa3a0-78b0-4de5-a016-4e0021d17e01.jpg,ModerateDemented,3
MildDemented/c5ff4353-8a54-4f22-868b-1da0be5e1931.jpg,MildDemented,2
ModerateDemented/aug_7018_a826e29a-01e8-4068-995c-f00e93d4886f.jpg,ModerateDemented,3
VeryMildDemented/fcdba458-180e-4151-b7c6-ac398f2ee5f9.jpg,VeryMildDemented,1
MildDemented/ae3425a5-c44a-430d-abd1-db234938f9f0.jpg,MildDemented,2
NonDemented/c75fe075-667b-4cec-9aca-bbe93ecfb3a6.jpg,NonDemented,0
VeryMildDemented/da3b6877-9c92-47c9-8f32-9c42679b1970.jpg,VeryMildDemented,1
NonDemented/fd9389f0-5b4b-42ea-afcf-e99f52309455.jpg,NonDemented,0
MildDemented/mildDem57.jpg,MildDemented,2
MildDemented/5d242b65-7c42-4fea-b0ef-d37e44825cdf.jpg,MildDemented,2
NonDemented/nonDem1251.jpg,NonDemented,0
VeryMildDemented/f52ac668-fcae-49ae-9379-a59cebb22a59.jpg,VeryMildDemented,1
ModerateDemented/aug_7608_4c47dd5e-7a59-479b-81ca-b3772ab3acda.jpg,ModerateDemented,3
ModerateDemented/aug_9017_9a63cb8e-1d37-4630-8d53-7c0b37264fb2.jpg,ModerateDemented,3
NonDemented/nonDem2153.jpg,NonDemented,0
NonDemented/0c5f5cf4-c4df-4dce-a5af-734babaf79d5.jpg,NonDemented,0
VeryMildDemented/beb3abc7-5be4-4281-bc02-c8846e8a40d4.jpg,VeryMildDemented,1
VeryMildDemented/verymildDem48.jpg,VeryMildDemented,1
ModerateDemented/moderateDem11.jpg,ModerateDemented,3
VeryMildDemented/verymildDem1126.jpg,VeryMildDemented,1
VeryMildDemented/cac5707d-e26a-4c6f-91a7-c4d02e38b394.jpg,VeryMildDemented,1
NonDemented/c7d7f491-24ef-4266-b8a0-02b8158aa7bb.jpg,NonDemented,0
NonDemented/d4def603-c5c3-4337-9712-4d71270d0705.jpg,NonDemented,0
ModerateDemented/aug_8072_2bfea9b2-19f8-496a-b6cb-5ef84461dd95.jpg,ModerateDemented,3
NonDemented/nonDem596.jpg,NonDemented,0
NonDemented/nonDem2524.jpg,NonDemented,0
ModerateDemented/b9c69e8f-8360-4628-af7d-a2d16ae27259.jpg,ModerateDemented,3
ModerateDemented/d8974252-c0d3-4e80-b783-3dbda3d87d7e.jpg,ModerateDemented,3
MildDemented/51b77a19-bb12-4649-a31f-8eba9b41074c.jpg,MildDemented,2
NonDemented/29 (90).jpg,NonDemented,0
MildDemented/1e68cb4b-837d-4568-ad79-bb71def627e6.jpg,MildDemented,2
NonDemented/7a10a872-071a-4fc1-bbbe-611a3fdd05d3.jpg,NonDemented,0
NonDemented/c1729c1b-ff8c-4d50-a4c3-1b12600cf090.jpg,NonDemented,0
NonDemented/86465038-d776-4512-a38d-0b78e264bc1c.jpg,NonDemented,0
NonDemented/714dfab4-0801-4810-942d-45b3778aa29a.jpg,NonDemented,0
VeryMildDemented/2cda13b4-f128-46e6-9b46-5d2194e52201.jpg,VeryMildDemented,1
MildDemented/9c9ab4c9-e960-4cd2-a516-8f97d07ce9e7.jpg,MildDemented,2
MildDemented/mildDem438.jpg,MildDemented,2
VeryMildDemented/verymildDem1267.jpg,VeryMildDemented,1
ModerateDemented/58f343f8-78f6-4b93-9850-4ea4a03acc0c.jpg,ModerateDemented,3
VeryMildDemented/2ed36194-391b-43d6-8a70-0a994f7213df.jpg,VeryMildDemented,1
MildDemented/dfe42486-1cb5-4408-b116-27dd838b2ba9.jpg,MildDemented,2
NonDemented/a62ce026-6d86-4415-9446-3f5cb9b1fefb.jpg,NonDemented,0
MildDemented/6facd3a4-f5e1-457c-a53a-ade69af78cbf.jpg,MildDemented,2
MildDemented/02b91f85-1d4d-4478-aca3-20104dc7acee.jpg,MildDemented,2
MildDemented/7d97cd43-6749-464a-a856-42e84c7a5da1.jpg,MildDemented,2
VeryMildDemented/f994aa4e-ac40-4e5b-bfdf-ef8c0eb67303.jpg,VeryMildDemented,1
NonDemented/nonDem2131.jpg,NonDemented,0
VeryMildDemented/f29fb390-9fde-4147-9af4-5ff6d5c2f205.jpg,VeryMildDemented,1
MildDemented/1b87c4b9-6a16-4feb-b730-d5fb900fc70e.jpg,MildDemented,2
NonDemented/c9382873-8c35-45d2-a1ff-ef7e342e5a48.jpg,NonDemented,0
ModerateDemented/d932729e-ba8c-461c-8e86-91f61dc4aee0.jpg,ModerateDemented,3
ModerateDemented/35da717e-452e-41ac-8b9b-954973b0862a.jpg,ModerateDemented,3
MildDemented/92e10453-e36a-447c-8615-fe4fe63fe4f8.jpg,MildDemented,2
ModerateDemented/f8b27e17-53aa-4ec5-bc98-16e14c386261.jpg,ModerateDemented,3
MildDemented/5c3369ee-aca1-4a41-a5d7-71104e6c7b38.jpg,MildDemented,2
ModerateDemented/c133dd1b-92a5-4e47-812a-b833b95232e4.jpg,ModerateDemented,3
NonDemented/ca63d36b-a7cf-4574-baf4-5474a58ecbab.jpg,NonDemented,0
NonDemented/e84f9d6a-0432-416d-b3d2-c7e62bb1a3c5.jpg,NonDemented,0
ModerateDemented/478fb213-cc73-4a71-bb4a-96cf32ab0a60.jpg,ModerateDemented,3
ModerateDemented/aug_7157_157fbe3a-6774-4698-a131-b4d9580abd7a.jpg,ModerateDemented,3
NonDemented/9dd80f1f-2b21-45ff-ae65-a1f472f3944e.jpg,NonDemented,0
VeryMildDemented/6a78e251-6c26-47d4-97e7-1562ae4cd7ca.jpg,VeryMildDemented,1
VeryMildDemented/087e8fb8-c599-4187-9601-9ea4ceca9287.jpg,VeryMildDemented,1
ModerateDemented/0dc2cb8e-aedb-4216-b19d-99572014fe7a.jpg,ModerateDemented,3
ModerateDemented/aug_9579_5fa50995-f7df-414d-958d-cb62cdbc1ed8.jpg,ModerateDemented,3
NonDemented/835da937-c4c6-4405-a69c-3e968745e311.jpg,NonDemented,0
VeryMildDemented/95519a69-fab8-4041-951b-96545130c33a.jpg,VeryMildDemented,1
VeryMildDemented/0937b63e-7019-470e-8708-c8ffb5c6c27a.jpg,VeryMildDemented,1
VeryMildDemented/30 (40).jpg,VeryMildDemented,1
MildDemented/14143920-e0f6-41f0-9e68-494f368c1c58.jpg,MildDemented,2
MildDemented/61c827f9-0cc3-4813-8ae1-0c56b1c4ed98.jpg,MildDemented,2
MildDemented/6ee2b784-78df-4341-8a1c-f43a082cd52a.jpg,MildDemented,2
VeryMildDemented/31b69b07-abbe-4dc9-b06a-5a1853c8cc5d.jpg,VeryMildDemented,1
ModerateDemented/aug_9585_590116da-b521-45df-bce1-15ee8f09e96a.jpg,ModerateDemented,3
NonDemented/9fd7d9c8-cf52-42f2-b321-d900c11c5848.jpg,NonDemented,0
ModerateDemented/afceeb03-e562-4642-a0fb-815bfd29e088.jpg,ModerateDemented,3
NonDemented/2c774151-dff8-46fa-8ce0-bb97d92b9561.jpg,NonDemented,0
NonDemented/c7b5f66e-47f4-4e44-91fc-b0a87f226d36.jpg,NonDemented,0
ModerateDemented/aug_8523_14fc2127-f7df-4061-a564-3513e8fdd8ac.jpg,ModerateDemented,3
VeryMildDemented/edb0ab04-26c4-41e4-b737-b1a534415318.jpg,VeryMildDemented,1
MildDemented/aug_9985_a6f4d71c-6616-4443-96a8-27657c8c8920.jpg,MildDemented,2
ModerateDemented/aug_7589_046f237c-2e2b-40a4-a0b6-5113160a7bd9.jpg,ModerateDemented,3
MildDemented/b5b26668-084a-44f7-b63b-47a303348239.jpg,MildDemented,2
ModerateDemented/aug_9141_408402dd-7293-4a88-9eb4-d4a95c26cb38.jpg,ModerateDemented,3
ModerateDemented/aug_8056_35825cac-ab7c-4ade-8fb9-2889da8b9614.jpg,ModerateDemented,3
NonDemented/1475711f-f896-4122-8102-dc7f9ff110fa.jpg,NonDemented,0
VeryMildDemented/7668f60a-76c7-40b5-aea3-6e96683ad87d.jpg,VeryMildDemented,1
VeryMildDemented/3142f709-c86c-435b-984a-2b07f7064d39.jpg,VeryMildDemented,1
NonDemented/32df2875-e1f8-4da3-a9cd-5f38e0b5da03.jpg,NonDemented,0
ModerateDemented/29597a56-f231-4449-b81d-9abe138a1612.jpg,ModerateDemented,3
MildDemented/04b17c66-4715-42eb-a507-7d3258c5de0b.jpg,MildDemented,2
NonDemented/32bbd8aa-f8a8-480d-a081-9b73c62ab355.jpg,NonDemented,0
NonDemented/2adf5709-3a23-490f-bd74-7e94440fbda1.jpg,NonDemented,0
NonDemented/bf3d28f9-ed11-4441-8500-82e95e9cd319.jpg,NonDemented,0
NonDemented/df54ec94-8d61-411d-bc7f-12dbeb8c4bab.jpg,NonDemented,0
ModerateDemented/aug_9134_84325cda-bcbe-4504-b3f5-86295c87bd83.jpg,ModerateDemented,3
MildDemented/1e6cc948-b62e-48d4-8046-4841a3487653.jpg,MildDemented,2
VeryMildDemented/8a7589c8-636e-463e-aead-a0c411c51c2f.jpg,VeryMildDemented,1
MildDemented/mildDem494.jpg,MildDemented,2
VeryMildDemented/11c2a13f-a4a7-4812-b4d2-5bd1f1556e0c.jpg,VeryMildDemented,1
MildDemented/d5f30a25-1d57-4ca1-a056-d08759d36485.jpg,MildDemented,2
MildDemented/0fac72e4-e8df-44e5-9a7d-bc19d05bc298.jpg,MildDemented,2
VeryMildDemented/851bc40a-d82c-44f1-b6e7-30d873db0bbd.jpg,VeryMildDemented,1
NonDemented/nonDem416.jpg,NonDemented,0
VeryMildDemented/ab7a6c7d-aa88-4d53-9d2f-773e1f2b4e8a.jpg,VeryMildDemented,1
VeryMildDemented/1f046cf9-bcce-4376-865f-a8a2af085b1d.jpg,VeryMildDemented,1
NonDemented/e2f619bd-3160-4a9c-b1b7-907f502025ac.jpg,NonDemented,0
MildDemented/d8416d6a-07fa-4efd-a4a8-cda0b0ae93db.jpg,MildDemented,2
MildDemented/71e7f624-1182-4487-8684-d20de504c6d4.jpg,MildDemented,2
NonDemented/nonDem2500.jpg,NonDemented,0
ModerateDemented/5397476f-7a9c-4fb0-b2c8-26dcee6519d0.jpg,ModerateDemented,3
NonDemented/nonDem1634.jpg,NonDemented,0
MildDemented/496d7b0e-4ef1-4a49-a83c-a0a546c43f41.jpg,MildDemented,2
VeryMildDemented/472fa281-af6b-49fe-adbe-e5b8dc835da2.jpg,VeryMildDemented,1
NonDemented/30 (23).jpg,NonDemented,0
NonDemented/f3a50bc2-68e2-4043-9f29-be3d148a2113.jpg,NonDemented,0
NonDemented/0c8ce794-9c12-4a09-bfb0-278f019c81ee.jpg,NonDemented,0
MildDemented/76230caa-793d-4cda-b90f-ebedf49d1248.jpg,MildDemented,2
MildDemented/e7294867-d25a-4946-a0af-e5f46ddbd332.jpg,MildDemented,2
VeryMildDemented/cbc206c0-ba66-49d7-93d6-13268447d645.jpg,VeryMildDemented,1
MildDemented/d2a3b5c9-7554-420a-ad6e-cb0f7cb2e9fe.jpg,MildDemented,2
VeryMildDemented/9c6dd618-a679-4570-875b-942b41e587c0.jpg,VeryMildDemented,1
VeryMildDemented/d0aaf18c-900b-4b0f-aa76-12887e30485c.jpg,VeryMildDemented,1
MildDemented/e10c4118-31f5-44c1-b448-8dc0f7a26571.jpg,MildDemented,2
ModerateDemented/2d31222b-f8a3-4e23-acac-144111c066c6.jpg,ModerateDemented,3
VeryMildDemented/339efb5b-a876-48af-98c5-f7b56bce35af.jpg,VeryMildDemented,1
VeryMildDemented/b5186dc2-7b75-4682-8d93-9a0d60a33f60.jpg,VeryMildDemented,1
ModerateDemented/d46cf302-246a-49e9-9a9a-97bbdb63a7d2.jpg,ModerateDemented,3
MildDemented/82b30d38-46e8-4b57-b692-272815959815.jpg,MildDemented,2
MildDemented/dec44f15-3047-4544-a0f8-ead65a7e0ed4.jpg,MildDemented,2
VeryMildDemented/07bd9611-dbf1-4422-87dc-907a65e853b9.jpg,VeryMildDemented,1
MildDemented/caa772f4-27ec-473f-ac5f-428b73b506cb.jpg,MildDemented,2
NonDemented/ad51769b-ff7c-4843-bbf7-8874809ff7e6.jpg,NonDemented,0
ModerateDemented/aug_8956_768fa429-0b29-476f-b536-5f4b18d48fd3.jpg,ModerateDemented,3
NonDemented/nonDem1250.jpg,NonDemented,0
VeryMildDemented/ee6b7d92-9afb-4a38-a1d3-71e362e8e637.jpg,VeryMildDemented,1
ModerateDemented/aug_8851_99116e18-ec0d-4a71-a084-d14979362a7c.jpg,ModerateDemented,3
VeryMildDemented/3908b397-4adb-47e3-9112-1245a0704e75.jpg,VeryMildDemented,1
ModerateDemented/aug_7572_fd49aad4-d239-4239-99e4-5b500d1202c8.jpg,ModerateDemented,3
NonDemented/c06e6b2f-a8f5-4ab5-a70c-f6b95ff4fd49.jpg,NonDemented,0
MildDemented/c6948962-a6a7-48e6-8508-7e4437b37909.jpg,MildDemented,2
VeryMildDemented/verymildDem986.jpg,VeryMildDemented,1
MildDemented/0a0d76a0-9c31-4c5e-bc37-9d050a7a4a7a.jpg,MildDemented,2
MildDemented/d4b60e6e-6e29-41c0-94b5-6c45730b4c1e.jpg,MildDemented,2
NonDemented/1ef14d47-6ec9-4305-8a4e-afa8f1062b6a.jpg,NonDemented,0
VeryMildDemented/9822ccc3-5dce-4388-9992-60b58056b0ef.jpg,VeryMildDemented,1
VeryMildDemented/8d019d28-0264-463d-b41a-b086968210ea.jpg,VeryMildDemented,1
NonDemented/nonDem219.jpg,NonDemented,0
NonDemented/8592ed69-ad39-4345-8899-b08e75d5cdd2.jpg,NonDemented,0
ModerateDemented/c5d7d2da-67dc-41ac-aacb-79d208cd673f.jpg,ModerateDemented,3
VeryMildDemented/verymildDem720.jpg,VeryMildDemented,1
NonDemented/59aeaff3-6539-4c9b-a9d1-6d9f118138a6.jpg,NonDemented,0
MildDemented/28d434cd-d748-4e82-82ec-f0753efaa920.jpg,MildDemented,2
NonDemented/9d80fc95-dc75-4035-bcd4-7f1462c8490f.jpg,NonDemented,0
NonDemented/b6d544a1-18c9-480b-a630-9bbc768a0ba0.jpg,NonDemented,0
VeryMildDemented/4444ba7c-25ee-4161-a060-624ac311fa5d.jpg,VeryMildDemented,1
